ok,container,mode,width,height,n_bytes,truncated,has_exif,n_exif_tags,exif_orientation,has_icc,n_text_chunks,metadata_keys,generator_marker,jpeg_quality_hint,error,image_path,label,klass,declared_width,declared_height,megapixels,is_1024sq,bytes_per_pixel,is_square,container_is_png,has_icc_int
True,png,RGB,1024,1024,831383,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_003921.png,1,full_synthetic,1024,1024,1.048576,True,0.7928686141967773,1,1,0
True,jpeg,RGB,1024,768,168403,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/34a500b056ce601a.jpg,0,real,1024,768,0.786432,False,0.21413548787434897,0,0,0
True,png,RGB,1024,1024,737539,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_000693.png,1,full_synthetic,1024,1024,1.048576,True,0.7033720016479492,1,1,0
True,jpeg,RGB,1024,680,337397,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/807759ad42206442.jpg,0,real,1024,680,0.69632,False,0.48454302619485295,0,0,0
True,jpeg,RGB,1024,768,329641,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/c2a50d3ba70bb02f.jpg,0,real,1024,768,0.786432,False,0.4191602071126302,0,0,0
True,jpeg,RGB,1024,1024,127518,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_01026.jpg,1,tampered,1024,1024,1.048576,True,0.12161064147949219,1,0,0
True,jpeg,RGB,1024,1024,112205,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_02685.jpg,1,tampered,1024,1024,1.048576,True,0.10700702667236328,1,0,0
True,png,RGB,1024,1024,1116936,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_000848.png,1,full_synthetic,1024,1024,1.048576,True,1.0651931762695312,1,1,0
True,jpeg,RGB,1024,1024,112871,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_08429.jpg,1,tampered,1024,1024,1.048576,True,0.10764217376708984,1,0,0
True,jpeg,RGB,1024,427,553165,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/fe98299e54635f7a.jpg,0,real,1024,427,0.437248,False,1.265105843823185,0,0,1
True,jpeg,RGB,1024,1024,145797,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_04220.jpg,1,tampered,1024,1024,1.048576,True,0.13904285430908203,1,0,0
True,jpeg,RGB,1024,768,77685,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/1b6dfedf57dca454.jpg,0,real,1024,768,0.786432,False,0.09878158569335938,0,0,0
True,jpeg,RGB,1024,1024,124719,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_07167.jpg,1,tampered,1024,1024,1.048576,True,0.1189413070678711,1,0,0
True,jpeg,RGB,1024,768,227755,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/f4c3f427a18c665f.jpg,0,real,1024,768,0.786432,False,0.28960545857747394,0,0,0
True,jpeg,RGB,1024,768,179518,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/bcbd151e4f1f7e09.jpg,0,real,1024,768,0.786432,False,0.2282689412434896,0,0,0
True,png,RGB,1024,1024,1372199,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_001506.png,1,full_synthetic,1024,1024,1.048576,True,1.3086309432983398,1,1,0
True,jpeg,RGB,1024,681,452358,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/58f5a7ed47613fb7.jpg,0,real,1024,681,0.697344,False,0.6486870181718062,0,0,1
True,png,RGB,1024,1024,1158366,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_000359.png,1,full_synthetic,1024,1024,1.048576,True,1.1047039031982422,1,1,0
True,jpeg,RGB,768,1024,821840,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/6484f9651e933e2e.jpg,0,real,768,1024,0.786432,False,1.0450236002604167,0,0,1
True,jpeg,RGB,1024,1024,164068,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_005444.jpg,1,tampered,1024,1024,1.048576,True,0.15646743774414062,1,0,0
True,jpeg,RGB,1024,1024,125149,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_07148.jpg,1,tampered,1024,1024,1.048576,True,0.11935138702392578,1,0,0
True,png,RGB,1024,1024,887880,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_001585.png,1,full_synthetic,1024,1024,1.048576,True,0.8467483520507812,1,1,0
True,jpeg,RGB,1024,1024,189297,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00558.jpg,1,tampered,1024,1024,1.048576,True,0.1805276870727539,1,0,0
True,png,RGB,1024,1024,670407,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_003663.png,1,full_synthetic,1024,1024,1.048576,True,0.6393499374389648,1,1,0
True,jpeg,RGB,1024,456,176939,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/51cf76e04a22a2f6.jpg,0,real,1024,456,0.466944,False,0.37892980742872806,0,0,1
True,jpeg,RGB,1024,987,542710,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/46149ac214a1ccfd.jpg,0,real,1024,987,1.010688,False,0.5369708554964538,0,0,0
True,jpeg,RGB,1024,1024,150256,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_02944.jpg,1,tampered,1024,1024,1.048576,True,0.1432952880859375,1,0,0
True,png,RGB,1024,1024,1227411,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_008647.png,1,full_synthetic,1024,1024,1.048576,True,1.1705503463745117,1,1,0
True,jpeg,RGB,1024,681,483629,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/75360e324eb06db0.jpg,0,real,1024,681,0.697344,False,0.6935300224853157,0,0,0
True,jpeg,RGB,1024,768,76634,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/7ec1d2c3d4f04280.jpg,0,real,1024,768,0.786432,False,0.09744517008463542,0,0,0
True,jpeg,RGB,1024,681,330117,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/1e85d67e13f0881a.jpg,0,real,1024,681,0.697344,False,0.4733918984030837,0,0,1
True,jpeg,RGB,1024,1024,199841,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_07490.jpg,1,tampered,1024,1024,1.048576,True,0.1905832290649414,1,0,0
True,png,RGB,1024,1024,1206048,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_009247.png,1,full_synthetic,1024,1024,1.048576,True,1.150177001953125,1,1,0
True,jpeg,RGB,1024,1024,113492,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_03393.jpg,1,tampered,1024,1024,1.048576,True,0.10823440551757812,1,0,0
True,jpeg,RGB,1024,492,238214,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/82e701c3cd496789.jpg,0,real,1024,492,0.503808,False,0.472826949949187,0,0,1
True,png,RGB,1024,1024,1409057,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_02081.png,1,tampered,1024,1024,1.048576,True,1.3437814712524414,1,1,0
True,jpeg,RGB,1024,768,388448,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/0ec037fc325fe8e5.jpg,0,real,1024,768,0.786432,False,0.4939371744791667,0,0,1
True,jpeg,RGB,1024,1024,106467,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_06315.jpg,1,tampered,1024,1024,1.048576,True,0.10153484344482422,1,0,0
True,jpeg,RGB,1024,683,434248,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/082345c8bef17916.jpg,0,real,1024,683,0.699392,False,0.6208935761346999,0,0,1
True,jpeg,RGB,788,1024,245505,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/79fd61c8155b1849.jpg,0,real,788,1024,0.806912,False,0.3042525083280457,0,0,1
True,jpeg,RGB,1024,664,415149,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/d946e07155b50c3e.jpg,0,real,1024,664,0.679936,False,0.6105707007718374,0,0,0
True,png,RGB,1024,1024,977280,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_009075.png,1,full_synthetic,1024,1024,1.048576,True,0.9320068359375,1,1,0
True,jpeg,RGB,1024,1024,113934,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_02594.jpg,1,tampered,1024,1024,1.048576,True,0.10865592956542969,1,0,0
True,jpeg,RGB,1024,1024,201390,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00493.jpg,1,tampered,1024,1024,1.048576,True,0.1920604705810547,1,0,0
True,jpeg,RGB,1024,775,298394,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/3ebed7348ba48b06.jpg,0,real,1024,775,0.7936,False,0.37600050403225804,0,0,1
True,png,RGB,1024,1024,1389201,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_003475.png,1,full_synthetic,1024,1024,1.048576,True,1.324845314025879,1,1,0
True,png,RGB,1024,1024,660202,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_001348.png,1,full_synthetic,1024,1024,1.048576,True,0.6296176910400391,1,1,0
True,png,RGB,1024,1024,1136930,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_009317.png,1,full_synthetic,1024,1024,1.048576,True,1.0842609405517578,1,1,0
True,png,RGB,1024,1024,1562044,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_003219.png,1,full_synthetic,1024,1024,1.048576,True,1.4896812438964844,1,1,0
True,jpeg,RGB,1024,1024,174514,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00587.jpg,1,tampered,1024,1024,1.048576,True,0.1664295196533203,1,0,0
True,png,RGB,1024,1024,1577030,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002352.png,1,full_synthetic,1024,1024,1.048576,True,1.5039730072021484,1,1,0
True,jpeg,RGB,1024,683,463925,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/f989399b6c3c4b94.jpg,0,real,1024,683,0.699392,False,0.6633261461383602,0,0,0
True,jpeg,RGB,1024,768,286407,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/f542074fb8ab1765.jpg,0,real,1024,768,0.786432,False,0.3641853332519531,0,0,0
True,png,RGB,1024,1024,832413,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_003493.png,1,full_synthetic,1024,1024,1.048576,True,0.7938508987426758,1,1,0
True,jpeg,L,1024,683,85886,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/14b7c29aa3db7156.jpg,0,real,1024,683,0.699392,False,0.12280094710834553,0,0,0
True,jpeg,RGB,1024,678,185066,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/333d80b8ac25d745.jpg,0,real,1024,678,0.694272,False,0.2665612324852507,0,0,1
True,jpeg,RGB,859,1024,1004131,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/ae8a24bf47733d92.jpg,0,real,859,1024,0.879616,False,1.1415560881111757,0,0,1
True,png,RGB,1024,1024,1246877,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_008430.png,1,full_synthetic,1024,1024,1.048576,True,1.1891145706176758,1,1,0
True,png,RGB,1024,1024,1295134,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_005818.png,1,full_synthetic,1024,1024,1.048576,True,1.2351360321044922,1,1,0
True,jpeg,RGB,1024,686,453681,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/80d54de236a03c43.jpg,0,real,1024,686,0.702464,False,0.6458423492164723,0,0,1
True,jpeg,RGB,1024,768,241058,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/d59cd1de1519a935.jpg,0,real,1024,768,0.786432,False,0.30652109781901044,0,0,1
True,jpeg,RGB,1024,768,238877,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/002712412f6bce34.jpg,0,real,1024,768,0.786432,False,0.30374781290690106,0,0,0
True,png,RGB,1024,1024,818281,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_005173.png,1,full_synthetic,1024,1024,1.048576,True,0.7803735733032227,1,1,0
True,jpeg,RGB,1024,1024,109039,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_03632.jpg,1,tampered,1024,1024,1.048576,True,0.1039876937866211,1,0,0
True,jpeg,RGB,1024,1024,137087,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_06577.jpg,1,tampered,1024,1024,1.048576,True,0.1307363510131836,1,0,0
True,png,RGB,1024,1024,1288689,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_003948.png,1,full_synthetic,1024,1024,1.048576,True,1.228989601135254,1,1,0
True,jpeg,RGB,1024,1024,124773,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00981.jpg,1,tampered,1024,1024,1.048576,True,0.11899280548095703,1,0,0
True,png,RGB,1024,1024,1521788,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_000280.png,1,full_synthetic,1024,1024,1.048576,True,1.4512901306152344,1,1,0
True,png,RGB,1024,1024,1055349,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_008381.png,1,full_synthetic,1024,1024,1.048576,True,1.0064592361450195,1,1,0
True,jpeg,RGB,1024,1024,114606,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00609.jpg,1,tampered,1024,1024,1.048576,True,0.10929679870605469,1,0,0
True,jpeg,RGB,1024,697,64599,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/001acab496bf4a0d.jpg,0,real,1024,697,0.713728,False,0.09050926963773315,0,0,0
True,jpeg,RGB,1024,1024,81667,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_08571.jpg,1,tampered,1024,1024,1.048576,True,0.07788372039794922,1,0,0
True,png,RGB,1024,1024,936677,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_001936.png,1,full_synthetic,1024,1024,1.048576,True,0.893284797668457,1,1,0
True,png,RGB,1024,1024,1582573,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_007026.png,1,full_synthetic,1024,1024,1.048576,True,1.5092592239379883,1,1,0
True,jpeg,RGB,1024,1024,114922,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_05056.jpg,1,tampered,1024,1024,1.048576,True,0.10959815979003906,1,0,0
True,jpeg,RGB,1024,1024,153943,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_05891.jpg,1,tampered,1024,1024,1.048576,True,0.14681148529052734,1,0,0
True,jpeg,RGB,1024,768,241323,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/beae4dbca181c545.jpg,0,real,1024,768,0.786432,False,0.3068580627441406,0,0,1
True,png,RGB,1024,1024,1164366,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_009324.png,1,full_synthetic,1024,1024,1.048576,True,1.1104259490966797,1,1,0
True,jpeg,RGB,1024,1024,92112,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_006080.jpg,1,tampered,1024,1024,1.048576,True,0.0878448486328125,1,0,0
True,png,RGB,1024,1024,1003533,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002092.png,1,full_synthetic,1024,1024,1.048576,True,0.9570436477661133,1,1,0
True,png,RGB,1024,1024,1111645,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_004831.png,1,full_synthetic,1024,1024,1.048576,True,1.0601472854614258,1,1,0
True,jpeg,RGB,1024,768,394441,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/14f4373b34ee5409.jpg,0,real,1024,768,0.786432,False,0.5015576680501302,0,0,0
True,jpeg,RGB,1024,1024,116090,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00126.jpg,1,tampered,1024,1024,1.048576,True,0.11071205139160156,1,0,0
True,jpeg,RGB,1024,556,468460,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/460cab0d7c6690ab.jpg,0,real,1024,556,0.569344,False,0.8228065984712231,0,0,1
True,jpeg,RGB,1024,1024,140501,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_07804.jpg,1,tampered,1024,1024,1.048576,True,0.13399219512939453,1,0,0
True,jpeg,RGB,1024,685,107308,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/9573d196a63cb41f.jpg,0,real,1024,685,0.70144,False,0.15298243613138687,0,0,0
True,png,RGB,1024,1024,960604,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002963.png,1,full_synthetic,1024,1024,1.048576,True,0.9161033630371094,1,1,0
True,jpeg,RGB,1024,1024,93115,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00691.jpg,1,tampered,1024,1024,1.048576,True,0.08880138397216797,1,0,0
True,png,RGB,1024,1024,1418884,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002435.png,1,full_synthetic,1024,1024,1.048576,True,1.3531532287597656,1,1,0
True,png,RGB,1024,1024,1570431,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_005417.png,1,full_synthetic,1024,1024,1.048576,True,1.4976797103881836,1,1,0
True,jpeg,RGB,1024,1024,168495,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_08927.jpg,1,tampered,1024,1024,1.048576,True,0.1606893539428711,1,0,0
True,png,RGB,1024,1024,1491180,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_006591.png,1,tampered,1024,1024,1.048576,True,1.4221000671386719,1,1,0
True,png,RGB,1024,1024,1045037,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_001268.png,1,full_synthetic,1024,1024,1.048576,True,0.9966249465942383,1,1,0
True,jpeg,RGB,1024,1024,61134,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_07951.jpg,1,tampered,1024,1024,1.048576,True,0.05830192565917969,1,0,0
True,jpeg,RGB,1024,1024,171560,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/08b029f5d78ecec3.jpg,0,real,1024,1024,1.048576,True,0.16361236572265625,1,0,0
True,png,RGB,1024,1024,833963,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_006386.png,1,full_synthetic,1024,1024,1.048576,True,0.7953290939331055,1,1,0
True,jpeg,RGB,678,1024,250711,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/d30dd6ea98fb89ec.jpg,0,real,678,1024,0.694272,False,0.36111351170722716,0,0,1
True,png,RGB,1024,1024,1285259,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002580.png,1,full_synthetic,1024,1024,1.048576,True,1.2257184982299805,1,1,0
True,jpeg,RGB,1024,1024,158251,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_04082.jpg,1,tampered,1024,1024,1.048576,True,0.15091991424560547,1,0,0
True,png,RGB,1024,1024,999266,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_009230.png,1,full_synthetic,1024,1024,1.048576,True,0.9529743194580078,1,1,0
True,jpeg,RGB,1024,1024,103654,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_07539.jpg,1,tampered,1024,1024,1.048576,True,0.09885215759277344,1,0,0
True,png,RGB,1024,1024,1162348,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002381.png,1,full_synthetic,1024,1024,1.048576,True,1.1085014343261719,1,1,0
True,jpeg,RGB,1024,1024,106511,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_08242.jpg,1,tampered,1024,1024,1.048576,True,0.1015768051147461,1,0,0
True,jpeg,RGB,1024,1024,82520,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_07783.jpg,1,tampered,1024,1024,1.048576,True,0.07869720458984375,1,0,0
True,jpeg,RGB,1024,1024,75237,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_02790.jpg,1,tampered,1024,1024,1.048576,True,0.07175159454345703,1,0,0
True,png,RGB,1024,1024,1050543,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_007363.png,1,full_synthetic,1024,1024,1.048576,True,1.001875877380371,1,1,0
True,jpeg,RGB,1024,1024,153300,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_05012.jpg,1,tampered,1024,1024,1.048576,True,0.14619827270507812,1,0,0
True,jpeg,RGB,682,1024,500691,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/cd3f7ccc3cb2dcb4.jpg,0,real,682,1024,0.698368,False,0.7169443617118768,0,0,1
True,jpeg,RGB,1024,682,95850,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/bf94149b1e340031.jpg,0,real,1024,682,0.698368,False,0.13724855663489735,0,0,0
True,png,RGB,1024,1024,986224,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_007271.png,1,full_synthetic,1024,1024,1.048576,True,0.9405364990234375,1,1,0
True,png,RGB,1024,1024,1371927,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002290.png,1,full_synthetic,1024,1024,1.048576,True,1.3083715438842773,1,1,0
True,png,RGB,1024,1024,1195030,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002705.png,1,full_synthetic,1024,1024,1.048576,True,1.139669418334961,1,1,0
True,jpeg,RGB,1024,1024,182131,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_04511.jpg,1,tampered,1024,1024,1.048576,True,0.17369365692138672,1,0,0
True,jpeg,RGB,1024,1024,113172,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_04426.jpg,1,tampered,1024,1024,1.048576,True,0.10792922973632812,1,0,0
True,jpeg,RGB,1024,768,546180,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/c07a9a8ddd6a36fb.jpg,0,real,1024,768,0.786432,False,0.6945037841796875,0,0,0
True,jpeg,RGB,1024,1024,134139,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/7102f22c3b28b9c1.jpg,0,real,1024,1024,1.048576,True,0.12792491912841797,1,0,0
True,jpeg,RGB,1024,768,512262,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/1b68fb66822d656c.jpg,0,real,1024,768,0.786432,False,0.6513748168945312,0,0,1
True,jpeg,RGB,1024,768,454028,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/519c5c72aa93d65b.jpg,0,real,1024,768,0.786432,False,0.5773264567057291,0,0,0
True,jpeg,RGB,1024,768,192635,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/201262624ca1aa01.jpg,0,real,1024,768,0.786432,False,0.24494806925455728,0,0,0
True,jpeg,RGB,1024,1024,265864,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_06471.jpg,1,tampered,1024,1024,1.048576,True,0.25354766845703125,1,0,0
True,jpeg,RGB,1024,1024,106022,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_006131.jpg,1,tampered,1024,1024,1.048576,True,0.10111045837402344,1,0,0
True,jpeg,RGB,1024,1024,148104,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_02543.jpg,1,tampered,1024,1024,1.048576,True,0.14124298095703125,1,0,0
True,jpeg,RGB,1024,1024,186071,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_006328.jpg,1,tampered,1024,1024,1.048576,True,0.17745113372802734,1,0,0
True,png,RGB,1024,1024,956131,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_006018.png,1,full_synthetic,1024,1024,1.048576,True,0.9118375778198242,1,1,0
True,png,RGB,1024,1024,1329765,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_004999.png,1,full_synthetic,1024,1024,1.048576,True,1.268162727355957,1,1,0
True,jpeg,RGB,1024,1024,92576,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_08665.jpg,1,tampered,1024,1024,1.048576,True,0.088287353515625,1,0,0
True,png,RGB,1024,1024,1352740,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_009596.png,1,full_synthetic,1024,1024,1.048576,True,1.2900733947753906,1,1,0
True,jpeg,RGB,678,1024,619591,False,False,0,,True,0,,,,,data/audit_sample/sid_set/images/real/d225183abdef811a.jpg,0,real,678,1024,0.694272,False,0.8924326488753688,0,0,1
True,png,RGB,1024,1024,1148410,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_002754.png,1,full_synthetic,1024,1024,1.048576,True,1.0952091217041016,1,1,0
True,png,RGB,1024,1024,1545567,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_009022.png,1,full_synthetic,1024,1024,1.048576,True,1.4739675521850586,1,1,0
True,jpeg,RGB,1024,1024,87436,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00906.jpg,1,tampered,1024,1024,1.048576,True,0.08338546752929688,1,0,0
True,png,RGB,1024,1024,995756,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_003487.png,1,full_synthetic,1024,1024,1.048576,True,0.9496269226074219,1,1,0
True,jpeg,RGB,1024,660,670964,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/532b2dcb7e419dc8.jpg,0,real,1024,660,0.67584,False,0.9927852746212121,0,0,0
True,jpeg,RGB,1024,1024,154464,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/d8849ee9de7c90e8.jpg,0,real,1024,1024,1.048576,True,0.147308349609375,1,0,0
True,png,RGB,1024,1024,1251805,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/full_synthetic/full_synthetic_008143.png,1,full_synthetic,1024,1024,1.048576,True,1.1938142776489258,1,1,0
True,jpeg,RGB,1024,768,185549,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/10299fa3e627647f.jpg,0,real,1024,768,0.786432,False,0.23593775431315103,0,0,0
True,jpeg,RGB,1024,687,429925,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/real/5faedd331dd5b91f.jpg,0,real,1024,687,0.703488,False,0.6111333810953421,0,0,0
True,jpeg,RGB,1024,1024,92769,False,False,0,,False,0,,,,,data/audit_sample/sid_set/images/tampered/tampered_00696.jpg,1,tampered,1024,1024,1.048576,True,0.0884714126586914,1,0,0
